,loss
0,0.45998281240463257
1,0.6646059155464172
2,0.9570518732070923
3,0.8247421979904175
4,0.6472018361091614
5,0.4756084084510803
6,0.6745255589485168
7,0.6009644865989685
8,0.607718288898468
9,0.7460570335388184
10,0.5668966770172119
11,0.5541031956672668
12,0.6350467205047607
13,0.5603335499763489
14,0.6476554870605469
15,0.6649757623672485
16,0.5002569556236267
17,0.5173860192298889
18,0.5374485850334167
19,0.6691573858261108
20,0.6457457542419434
21,0.49050116539001465
22,0.6512287259101868
23,0.6135238409042358
24,0.6603934168815613
25,0.3776754140853882
26,0.6116269826889038
27,0.4989761412143707
28,0.43795642256736755
29,0.560755729675293
30,0.7711397409439087
31,0.7187679409980774
32,0.558342695236206
33,0.5495858788490295
34,0.47873347997665405
35,0.6034436821937561
36,0.5688998103141785
37,0.540805459022522
38,0.5495474934577942
39,0.4630625247955322
40,0.4978726804256439
41,0.6998118162155151
42,0.6006017923355103
43,0.6476470232009888
44,0.5359243750572205
45,0.5124392509460449
46,0.3495110273361206
47,0.5664377212524414
48,0.571901798248291
49,0.5414445996284485
50,0.491406112909317
51,0.3483343720436096
52,0.33866846561431885
53,0.48619234561920166
54,0.4387068748474121
55,0.5318629145622253
56,0.7371030449867249
57,0.5064040422439575
58,0.5116349458694458
59,0.31249967217445374
60,0.4484345614910126
61,0.39446204900741577
62,0.34577876329421997
63,0.6092537045478821
64,0.5772101879119873
65,0.7093101739883423
66,0.6605601906776428
67,0.39520910382270813
68,0.4511750638484955
69,0.6790674328804016
70,0.4379645586013794
71,0.3276901841163635
72,0.7248311638832092
73,0.41029393672943115
74,0.5745203495025635
75,0.5879642963409424
76,0.38713914155960083
77,0.9955049753189087
78,0.5620130896568298
79,0.616490364074707
80,0.6721003651618958
81,0.5136414766311646
82,0.41614192724227905
83,0.4447005093097687
84,0.3937220573425293
85,0.4841185510158539
86,0.336355596780777
87,0.41466253995895386
88,0.6071125268936157
89,0.5179147720336914
90,0.5320335626602173
91,0.5483510494232178
92,0.4099072813987732
93,0.48653644323349
94,0.415295273065567
95,0.52692711353302
96,0.5618207454681396
97,0.4771832823753357
98,0.42176491022109985
99,0.3195998966693878
100,0.5127337574958801
101,0.341927707195282
102,0.4360817074775696
103,0.581195056438446
104,0.4372970759868622
105,0.6380338668823242
106,0.3828771710395813
107,0.4676204323768616
108,0.42310312390327454
109,0.5153380036354065
110,0.3442593812942505
111,0.39469650387763977
112,0.3566235601902008
113,0.5407459735870361
114,0.46393126249313354
115,0.36473557353019714
116,0.544923722743988
117,0.4900314211845398
118,0.39328479766845703
119,0.3473351299762726
120,0.48629793524742126
121,0.3503974974155426
122,0.38763102889060974
123,0.40645137429237366
124,0.42423078417778015
125,0.4443261921405792
126,0.4548897445201874
127,0.5365320444107056
128,0.41425761580467224
129,0.5026435256004333
130,0.3378613591194153
131,0.30299898982048035
132,0.29750335216522217
133,0.33852076530456543
134,0.34993448853492737
135,0.3703097105026245
136,0.38092654943466187
137,0.3913131058216095
138,0.3430812358856201
139,0.33595696091651917
140,0.4474770724773407
141,0.31140270829200745
142,0.670471727848053
143,0.38102707266807556
144,0.46334847807884216
145,0.42518743872642517
146,0.5056806206703186
147,0.41728103160858154
148,0.4338030219078064
149,0.39670950174331665
150,0.41515645384788513
151,0.4105246961116791
152,0.37008824944496155
153,0.522835373878479
154,0.3102480173110962
155,0.3648780584335327
156,0.23413604497909546
157,0.4367845952510834
158,0.32383421063423157
159,0.2238505631685257
160,0.21906273066997528
161,0.32212507724761963
162,0.42071524262428284
163,0.39951226115226746
164,0.35321006178855896
165,0.3654356002807617
166,0.32897916436195374
167,0.40831515192985535
168,0.2723247706890106
169,0.2551334798336029
170,0.32286888360977173
171,0.33953943848609924
172,0.29641562700271606
173,0.4261717200279236
174,0.5540703535079956
175,0.42478126287460327
176,0.5674678683280945
177,0.2389184981584549
178,0.3144214451313019
179,0.40287911891937256
180,0.25803229212760925
181,0.19057787954807281
182,0.5349656939506531
183,0.35084450244903564
184,0.22586138546466827
185,0.47142529487609863
186,0.3766189515590668
187,0.5170527100563049
188,0.3697207570075989
189,0.34532463550567627
190,0.3007691502571106
191,0.3795510232448578
192,0.23849982023239136
193,0.3344760835170746
194,0.435115784406662
195,0.2956641614437103
196,0.25970330834388733
197,0.36791232228279114
198,0.23714466392993927
199,0.32271745800971985
200,0.6291627883911133
201,0.49411913752555847
202,0.4324747323989868
203,0.3008072078227997
204,0.391152024269104
205,0.34371450543403625
206,0.3528301417827606
207,0.27400684356689453
208,0.3304134011268616
209,0.2764536738395691
210,0.3596053123474121
211,0.3823213577270508
212,0.3879263997077942
213,0.2796437740325928
214,0.341352254152298
215,0.30392128229141235
216,0.3523925840854645
217,0.30934977531433105
218,0.3339696526527405
219,0.3419744372367859
220,0.43182381987571716
221,0.26643502712249756
222,0.2773726284503937
223,0.4479818046092987
224,0.3278217613697052
225,0.38319656252861023
226,0.26457878947257996
227,0.3504600524902344
228,0.29627081751823425
229,0.3733012080192566
230,0.2081884890794754
231,0.2709735929965973
232,0.34097716212272644
233,0.27093687653541565
234,0.31271639466285706
235,0.37847885489463806
236,0.32689598202705383
237,0.4558715224266052
238,0.3287395238876343
239,0.4880305528640747
240,0.5450299382209778
241,0.3182080090045929
242,0.40527400374412537
243,0.3651036322116852
244,0.27580657601356506
245,0.2687908113002777
246,0.337818443775177
247,0.36327388882637024
248,0.28968825936317444
249,0.4132404029369354
250,0.33176109194755554
251,0.36904770135879517
252,0.2457665205001831
253,0.265558660030365
254,0.41569989919662476
255,0.3312739133834839
256,0.2830687463283539
257,0.26914849877357483
258,0.2733635902404785
259,0.5267345905303955
