,loss
100,1.2501846551895142
101,1.2855969667434692
102,1.3054217100143433
103,1.6519255638122559
104,1.1926560401916504
105,1.3823189735412598
106,1.4446455240249634
107,1.2347809076309204
108,1.3870923519134521
109,1.5772254467010498
110,0.9302809834480286
111,1.091695785522461
112,1.1960813999176025
113,1.6285712718963623
114,1.4539515972137451
115,2.120532989501953
116,1.6245054006576538
117,1.0137877464294434
118,1.4145829677581787
119,1.3733586072921753
120,1.101698398590088
121,1.3223134279251099
122,1.3657339811325073
123,1.182734727859497
124,1.132158637046814
125,1.1274608373641968
126,1.1291465759277344
127,1.4356820583343506
128,1.695608377456665
129,1.100400447845459
130,1.3758904933929443
131,1.2888927459716797
132,1.4451324939727783
133,1.19328773021698
134,1.21267569065094
135,0.9316369891166687
136,1.141362190246582
137,1.179419994354248
138,1.1488686800003052
139,0.9859712719917297
140,1.1312332153320312
141,1.2623960971832275
142,0.9906556010246277
143,1.4353426694869995
144,1.207368016242981
145,1.3832929134368896
146,0.9459388256072998
147,1.6025950908660889
148,1.3399449586868286
149,0.9955868721008301
150,1.2653100490570068
151,1.2022184133529663
152,1.0363781452178955
153,1.1161433458328247
154,0.9286109805107117
155,1.3515411615371704
156,1.2867741584777832
157,1.2053756713867188
158,1.1825562715530396
159,1.2107000350952148
160,0.8444329500198364
161,0.8733844757080078
162,1.3734034299850464
163,0.990090548992157
164,1.0543192625045776
165,1.156906008720398
166,1.1564799547195435
167,1.2830097675323486
168,0.6005492806434631
169,1.1808996200561523
170,1.2840217351913452
171,0.7103992700576782
172,1.110069990158081
173,1.1434153318405151
174,0.6903934478759766
175,0.710584282875061
176,0.9414736032485962
177,1.098997950553894
178,1.199390172958374
179,0.9827960133552551
180,1.2395753860473633
181,1.2867628335952759
182,1.1568942070007324
183,1.0057587623596191
184,1.043892741203308
185,1.1339051723480225
186,1.1861122846603394
187,1.3365931510925293
188,1.0424437522888184
189,0.8077092170715332
190,1.1480387449264526
191,0.9092371463775635
192,1.0958021879196167
193,0.9538823366165161
194,1.406278133392334
195,1.129844307899475
196,0.8370125889778137
197,0.9974267482757568
198,0.9759075045585632
199,1.2411824464797974
200,0.9230073094367981
201,1.1224327087402344
202,1.0723649263381958
203,0.8578634262084961
204,0.9045426845550537
205,0.9613242149353027
206,1.2779971361160278
207,1.2820779085159302
208,1.1876355409622192
209,0.7223802804946899
210,1.336962103843689
211,1.038176417350769
212,0.9394448399543762
213,1.2798688411712646
214,0.9597396850585938
215,1.0468719005584717
216,0.8990002274513245
217,1.1144070625305176
218,1.1833986043930054
219,0.7754077911376953
220,1.090865135192871
221,1.0140798091888428
222,1.0102481842041016
223,1.0591013431549072
224,1.257251501083374
225,0.9026374220848083
226,1.0743125677108765
227,0.7099299430847168
228,0.7679115533828735
229,0.9465591907501221
230,0.8687229156494141
231,0.8980595469474792
232,0.8568373918533325
233,0.8241350650787354
234,1.1160675287246704
235,0.9498382806777954
236,0.9761348366737366
237,0.7131391167640686
238,0.9788075685501099
239,0.9784842729568481
240,0.8744151592254639
241,0.8803554773330688
242,1.1489596366882324
243,1.1248981952667236
244,0.6861443519592285
245,0.940558910369873
246,1.0639657974243164
247,0.9365026950836182
248,1.468569278717041
249,1.0560176372528076
250,0.6799188852310181
251,0.8056804537773132
252,0.8518193364143372
253,0.7070755958557129
254,1.1398845911026
255,0.9505271911621094
256,1.006209135055542
257,0.9109802842140198
258,0.6596134305000305
259,0.5001301765441895
