,loss
0,2.7395243644714355
1,3.2049083709716797
2,2.6157386302948
3,3.2651445865631104
4,2.608238458633423
5,2.9794249534606934
6,2.829446792602539
7,1.531487226486206
8,2.511725425720215
9,2.1732912063598633
10,2.834650993347168
11,2.881476879119873
12,1.9024150371551514
13,2.316936731338501
14,2.448366165161133
15,2.1610617637634277
16,2.049112319946289
17,2.089181661605835
18,2.083845853805542
19,3.034999132156372
20,1.8495087623596191
21,2.0603525638580322
22,1.7647818326950073
23,1.7253611087799072
24,2.078922986984253
25,1.6811443567276
26,2.8775887489318848
27,2.5432403087615967
28,1.6058568954467773
29,2.425259590148926
30,2.4083075523376465
31,2.7197277545928955
32,2.054504871368408
33,2.392866611480713
34,1.7728722095489502
35,1.6857130527496338
36,1.7778135538101196
37,2.1943209171295166
38,1.605004906654358
39,1.7572275400161743
40,1.681536078453064
41,1.9313048124313354
42,2.048025369644165
43,1.663175106048584
44,1.7294197082519531
45,2.0956852436065674
46,2.339388847351074
47,1.9996142387390137
48,1.6289795637130737
49,1.617150068283081
50,1.7409600019454956
51,1.9055207967758179
52,1.9954901933670044
53,1.9105132818222046
54,1.7587777376174927
55,1.549384355545044
56,1.901026725769043
57,1.5398670434951782
58,1.8637219667434692
59,1.9282586574554443
60,1.7045000791549683
61,1.7965643405914307
62,2.008373737335205
63,1.319672703742981
64,2.185851573944092
65,2.0341029167175293
66,1.4741594791412354
67,1.4741188287734985
68,1.1013834476470947
69,1.8137996196746826
70,1.3109160661697388
71,1.4772677421569824
72,1.4839649200439453
73,1.6097888946533203
74,1.4377187490463257
75,1.8538932800292969
76,1.1698482036590576
77,1.383997917175293
78,2.0981383323669434
79,0.9025332927703857
80,1.747511863708496
81,1.507453441619873
82,1.3253231048583984
83,1.2228078842163086
84,1.7330498695373535
85,1.1215393543243408
86,1.4036415815353394
87,1.6170954704284668
88,1.6910344362258911
89,1.1442580223083496
90,1.2885558605194092
91,1.3524999618530273
92,0.9032800197601318
93,1.3888168334960938
94,1.647877812385559
95,1.7138420343399048
96,1.3025559186935425
97,1.395161509513855
98,1.3221070766448975
99,1.4682567119598389
